https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,2,Talk to a registered dietitian.,"These health professionals are licensed nutrition experts and can really be a great resource when you're trying to develop healthy eating habits.  This area is their specialty.

Ask your doctor for a referral to a local dietitian or someone she works with.  You can also do an online search for a dietitian in your area.
Talk to your dietitian about your goal for improving your eating habits and what you hope to achieve with better habits.
Ask him about other changes they think would be helpful to you.  He or she may be able to suggest additional changes outside of the ones you've thought of."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,3,Start a food journal,"Before overhauling your diet and eating habits, it's a good idea to journal about where you currently are with your diet. Journaling is a great place to start because it gives you an insight into where your starting point is. It makes you realize your strengths and makes you aware of your weaknesses.  A journal can also help you keep yourself accountable as you develop new, healthy eating habits.

Keep track of all your food and beverages for at least one week.  Try to be as accurate as you can when you're tracking your food.  Even a few bites while you prepare meals should be accounted for.
Don't forget to track how many ounces of clear, hydrating fluids you drink.  This is an area that's also an important part of healthy eating.
After you've kept your journal for a few days, star or highlight areas where you think you could make changes.  For example, you might notice you don't drink enough water or typically skip breakfast.  These are great areas where you can make healthy changes."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,4,Write yourself a plan.,"Using your journal and doctor's advice, make a plan for your new healthy eating habits.  This ""to-do list"" will help you set yourself up for success long-term.

It might be helpful to start by writing a list of all the small changes you'd like to make to your diet and eating patterns.
Number or list your changes in the order of when you're going to tackle each of them.  It's best to just choose one to two changes to make at a time.  Trying to overhaul your diet all at once can be difficult and hard to sustain long-term.

Schedule or write in your calendar which changes you'll be making each week or few weeks.  Keep track of how successful or unsuccessful you are after each change."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,5,Buddy up.,"When you're trying to make lifestyle changes, it can be beneficial to find a friend, family member or another support system to help you.  Many people are more successful when they are supported through their changes.

Talk to your friends, family members or coworkers about your plan for improving your diet.  Ask if anyone would like to join you.  Together, you may be able to collaborate on different healthy eating ideas, recipes or ideas when the going gets tough.
You can also sign up for online support groups or forums where others are also trying to improve their eating habits."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,6,"Eat regular, scheduled meals each day.","Eating a healthy diet is only part of the battle. Eating on a scheduled regimen is equally, if not more, important. You should realize that eating too often or not often enough can cause gaps in your day, lowering metabolism and causing irregular cravings. It's important that we're nourished adequately throughout the day to prevent fatigue, grogginess and to perform at an optimal level.

It's important to eat regular, consistent meals each day.  In general, it's important to eat about every three to four hours.  Some people may prefer to have four or five small meals a day, whereas others may stick to three meals daily.  This timeline may differ for everyone, but it's still not healthy to skip meals.
One study showed that when mice ate just one large meal per day and fasted the rest of the day, their insulin resistance and abdominal fat increased.
Plan for quick or easy-to-prepare meals to make it easier to stay consistent with your eating schedule.  Foods like individual yogurts, fruit, nuts, hard-boiled eggs, cheese sticks, or a protein shake are easy to eat on the run and require minimal prep work."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,7,Eat a protein and fiber-rich breakfast.,"When you're planning to eat more consistently, it's also important to eat the right foods in each of your meals.  This is especially true for breakfast.  This meal will pave the way for the rest of your day.

Studies have shown that breakfasts that are high in protein help lead to better hunger management during the day.  People felt more satisfied and showed reduced cravings during the day.

Breakfasts that also contained a high amount of fiber have been shown to be beneficial as well.  Fiber adds bulk to meals and takes longer to digest compared to low fiber foods.  This helps increase satisfaction and manage hunger throughout the day.
Examples of high protein, high fiber breakfasts include a small whole wheat tortilla with scrambled eggs and cheese, cottage cheese topped with fruit, whole grain oats topped with dried fruit and nuts or a breakfast smoothie made with Greek yogurt and fruit."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,8,Choose healthy snacks.,"Many people think snacking will lead to weight gain.  However, smartly planned snacks between meals can help curb your appetite and provide a little energy throughout the day.

Do not let yourself become so hungry you overeat at mealtime.  If your next meal is more than one hour away, having a snack may help curb your appetite and prevent you from overeating.

Another appropriate time to snack would be before or after a workout.  Snacks can help provide your body with the energy it needs for a good workout or help your body recover from exercise.
If you're trying to lose weight, snacks shouldn't be more than 150 calories.  Snacks should also only be eaten when you are truly hungry, and it's appropriate to snack.
Healthy snacks include:  1/4 cup of nuts, whole grain pita chips with hummus, apple with 2 tablespoon (29.6 ml) of peanut butter or a small Greek yogurt."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,9,Take at least 20 minutes to eat your meals.,"Studies have shown that the slower you eat, the more likely you are to feel satisfied after a meal.  Taking at least 20 minutes to eat your meal can help slow you down so you can feel satisfied sooner and with less food. Taking the time to eat mindfully and to enjoy every bite is a great way to prevent overeating and ensure that you're listening to your body.

Those who ate slower not only felt more satisfied but also consumed less food.  This may be due to the fact they realized they were satisfied and didn't eat until they were overly full.
Try these tricks to help yourself slow down:  set a timer for 20 minutes, put your fork down between each bite, drink more water between bites, talk to friends or family while you eat or count how many times you chew each bite.
Also do not get distracted while eating.  Turn off TVs and cell phones while you're eating.  Also, try not to read, check emails or do other work while you're eating."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,10,"Stop eating when you're satisfied, not full.","When you eat until you're too full or overly full, you're most likely consuming too many calories for your body's needs.  This is not a healthy habit to continue as it could cause weight gain.

It may be difficult to tell when you're only ""satisfied.""  It takes about 20 minutes for your brain and stomach to communicate that feeling.  That's why it's important to eat slowly.
In general, satisfaction may feel like:  a lack of hunger, disinterest in your food, a very slight stretching sensation or the feeling that you won't need to eat again for a few hours.  When you're satisfied, you should leave some food on your plate.
When you're eating until you're full, you may feel:  uncomfortable, bloated, sick, a significant stretching sensation in your stomach.  When you're full, you most likely cleared your plate or had additional servings of food."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,11,Instill good eating habits in your kids.,"If you're trying to improve your eating habits, you may also want to improve the eating habits of your entire family.

Kids can be a difficult group to get to eat healthy.  However, they are quick to learn and imitate behaviors they see in their parents.

Cooking together with your kids and taking them to the grocery store can help them feel involved, more excited to try new foods and eat healthier.

Introduce new foods slowly to kids. If you're just starting to eat better at home, your kids might not jump on the bandwagon so quickly.  Be patient with them as they adjust their tastes to your new eating pattern.
Get creative with your meals and snacks.  Making foods look fun and interesting can help kids feel more comfortable trying new items.  For example:  make a smiley face out of cut-up fruit, or make ""ants on a log"" (celery spread with peanut butter and topped with raisins)."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,12,Choose lean protein sources.,"Lean protein is an essential nutrient in your diet.  It provides the basis for the majority of your body's processes and functions.  Choosing healthy, lean sources of protein at each meal can help meet your body's needs each day.

In general, one serving of protein is about 3-4 ounces.  This is the size of your palm or a deck of cards.
Most of your protein choices should be lean.  These contain higher amounts of protein and less fat which can help support a healthy weight.  Choose items like poultry, eggs, lean beef, seafood, legumes, pork, tofu or low-fat dairy products.
It's appropriate to eat higher fat protein sources on occasion.  However, these types of foods should not be the main source of your protein."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,13,Eat five to nine servings of fruits and vegetables daily.,"Both fruits and vegetables are low in calories and incredibly nutrient-rich.  Eating adequate servings of these foods can help you reach a variety of your nutrient goals each day.

One serving of fruits is 1/2 cup or one small piece of fruit.  One serving of vegetables is one cup or two cups of leafy green vegetables.  Make half of your plate a fruit or vegetable to help you meet your daily goals.
Choose a variety of fruits and vegetables that are deep in color.  These contain more nutrients compared to paler vegetables.  For example, choose spinach over iceberg lettuce or choose butternut squash over yellow summer squash.
Also choose a wide variety of fruits and vegetables each day and week.  You will limit your nutrition if you only eat one or two types of fruits and vegetables."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,14,Choose whole grains over refined grains.,"When you're eating foods like bread, rice or pasta, it's beneficial to eat 100% whole grains instead of refined grains.

Whole grains are less processed and contain the entire grain — bran, endosperm and germ.  These foods are typically higher in fiber, protein and other essential nutrients.  Choose items like brown rice, quinoa, whole grain oats or 100% whole wheat bread.
Refined grains are those that are more processed and generally do not contain the nutrient containing parts of the grain.  Refined grains are lower in fiber, protein and other nutrients.  Items like white bread, plain pasta or white rice are refined grains.
One serving of grains is about 1 ounce.  That could be one slice of bread or about 1/2 cup of pasta or rice.  Include three to four servings of these foods each day."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,15,Limit highly processed junk foods.,"These types of foods generally contain more sugar, fat, sodium and overall calories.  To help promote a healthy diet and weight, it's important to reduce the intake of these types of foods.

Limit foods like candy, cakes, cookies, pastries, frozen meals, processed meats and chips or crackers.
Try to eat mostly whole, minimally processed foods like raw fruits and vegetables, frozen or canned fruits and vegetables without sauces or seasonings, fresh or frozen protein without added sauces or seasonings, whole grains and low-fat dairy products."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,16,Drink more water.,"Adequate hydration is an essential component of a healthy eating plan.  Adequate hydration helps your body function normally.

Everyone needs a different amount of hydrating fluids each day. New guidelines suggest this method to find out how many ounces to drink each day: divide your weight in half, and that will give you the number of ounces of fluids you should consume. If you weigh 150 lbs. you should drink 75 oz or a little over nine cups. Try to drink this much as your initial goal.  You may change this amount as you continue to work on your diet.
Choose fluids that are sugar-free and decaffeinated as they hydrate you the best. Items like water, flavored water, decaf coffee and tea are appropriate types of beverages.

Reduce or cut out sweetened beverages.  The consumption of sweetened beverages may lead to weight gain.  Cut out sodas, juices, sweet teas and alcohol."
https://www.wikihow.com/Develop-Healthy-Eating-Habits,Develop Healthy Eating Habits,partTitle,17,Considering taking supplements.,"Vitamin and mineral supplements may help you maintain your healthy eating pattern.  These supplements can add extra nutrition to your diet.  This may be particularly useful for people with food allergies, diet restrictions or are picky eaters.

Consider taking a multivitamin.  This is a general supplement that contains a wide variety of vitamins and minerals.  These are an excellent, all-purpose type of supplement.
Consider an additional iron supplement.  Some people, especially females who are menstruating, may need additional iron.
Vitamin B12 is typically found in animal foods, and those who are vegetarian or vegan may need an additional B12 supplement.

Vitamin and mineral supplements are not to be relied upon heavily or used in place of real, whole foods.  They are meant to be a supplement to a healthy, well-balanced diet.
Always check with your doctor before starting any vitamin or mineral supplement.  Not all supplements are safe and appropriate for everyone."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,1,"Add flour, milk, and 3% hydrogen peroxide to a plastic bowl.","Measure 2.5 tbsp (20 g) of flour, 1 US tbsp (15 mL) of milk, and 2 US tbsp (30 mL) of 3% hydrogen peroxide, which you can buy at your local drug store. As you measure out the ingredients, add them to a plastic container.

Try to get your measurements as exact as possible. Hydrogen peroxide is a powerful bleaching agent, and it might irritate your skin if it’s not balanced out by the milk and flour.
Milk hydrates your skin and may exfoliate away dead skin cells to reveal more youthful skin."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,2,Stir the ingredients into a paste with a plastic spoon or wooden spatula.,"Use a plastic spoon or wooden spatula because they won’t react with the hydrogen peroxide. Gently swish the ingredients around to combine them. Continue to stir until the paste is an even consistency.

Don’t use a metal spoon because the hydrogen peroxide may create a chemical reaction.
Your paste will probably be really thick, and that’s okay. You’re going to thin it out in the next step."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,3,Add enough water to make the paste thin enough to apply as a mask.,"Drip a few drops of warm water into the paste, then stir to combine it into the other ingredients. Continue to add a few drops of water at a time until the paste reaches a good consistency for a mask.
You want the paste to be thin enough to easily spread it on your face. However, you don’t want it to be so thin that it won’t go on evenly or it slides off your skin."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,4,Apply the mask to your face with your hand or a brush.,"Use your fingertips to smooth the mask onto your skin for an easy option. If you have a face brush, use it to apply the mask over your face. After the mask is in place, wash your hands or the brush with mild soap and warm water.
Be careful not to get the mask into your hairline or on your eyebrows. It will likely bleach your hair! If it gets on your hair, rinse it out immediately."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,5,Let the mask sit for 10 minutes or until it dries.,"Set a timer for 10 minutes and relax while your mask does its job. Use your fingertip to test the mask every few minutes to see if it’s dry. If it dries before the 10 minutes, go ahead and wash it off.

After the mask dries, it may dry out your skin if you leave it on longer.
If you feel like your mask dried out too fast, add more water next time you do the treatment. This will help keep the mask moist for longer."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,6,Wash the mask off with warm water.,"Splash the water onto the mask to soften it. Then, use your fingertips to gently wipe off the mask. After the mask is gone, splash your face with water to rinse it totally clean.
Don’t rub your skin because it might cause irritation."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,7,Pat your face fry with a clean towel.,"Lightly dab your face with the towel to blot away the excess water. Be careful not to rub because that may irritate your skin.
If you have any of the mask left on your face, it may bleach the towel. Make sure you rinsed your face well."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,8,Use your mask once a week to lighten your skin over time.,"You might see results after one use. However, you’ll likely need to do weekly treatments for a month or longer to get the results you want. Repeat the treatment weekly until your skin looks lighter.
Stop using the hydrogen peroxide treatments if your skin becomes red or irritated."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,9,Soak a soft cotton swab with 3% hydrogen peroxide.,"Use regular 3% hydrogen peroxide that’s available over-the-counter for wound treatment. Apply the hydrogen peroxide to a cotton swab, which you'll use to apply the peroxide to your skin.
Use a small cotton swab so you don’t accidentally get the hydrogen peroxide on your healthy skin."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,10,Dab the discolored area with hydrogen peroxide.,"Press the cotton swab onto the area you want to bleach. Cover the discolored area with hydrogen peroxide. Be careful that you only touch the skin you’re treating, not the healthy skin around it.
If you get the hydrogen peroxide on the skin that isn’t discolored, it will also bleach that skin. This will keep your skin uneven."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,11,Let the hydrogen peroxide sit on your skin for 10 minutes.,"Set a timer for 10 minutes and relax while the hydrogen peroxide works. The hydrogen peroxide may dry on your skin, which is okay.
If your skin starts burning or itching, rinse your face off immediately."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,12,Rinse your skin clean with lukewarm water.,"Splash warm water over your face to wet it. Then, use your fingers to apply the water directly to the area you treated with hydrogen peroxide. Splash the spot several times to rinse away all of the hydrogen peroxide.
Don’t leave the peroxide on your skin because it may cause burns or irritation."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,13,Pat your face dry with a clean towel.,"Use a clean towel so that it won’t get your face dirty and clog your pores. Gently blot your face to remove excess water. Don’t rub your face because it’ll damage your skin.
Keep in mind that the hydrogen peroxide might leave bleach spots on the towel if there’s any left on your face."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,14,Repeat the treatment weekly until you get the results you want.,"You may notice results after 1 treatment, but it typically takes several applications to see results. Apply the hydrogen peroxide once a week until the dark spots look lighter.

Stop using hydrogen peroxide if your skin becomes red or starts itching and burning.
Don’t apply the hydrogen peroxide more than once a week. Otherwise, it may burn or irritate your skin."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,15,Grate 2 tbsp (30 g) of mild bar soap into a plastic container.,"Use an unscented, mild bar soap to create your skin lightener. Rub the soap on a cheese grater until you have about 2 tbsp (30 g) of soap. Alternatively, use a knife to cut up the bar soap. Add the soap to a plastic container.
Smaller pieces make the soap easier to stir into the hydrogen peroxide."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,16,Add 2 US tbsp (30 mL) of 3% hydrogen peroxide to the container.,"Measure out the hydrogen peroxide using a measuring spoon. Then, pour the hydrogen peroxide into the plastic container with the soap. There will likely be some bubbling, and that’s okay.
You can also use a 1/8 measuring cup to get the right amount of hydrogen peroxide. A 1/8 cup contains 2 US tbsp (30 mL)."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,17,Use a plastic spoon or wooden spatula to create a paste.,"Stir the soap and hydrogen peroxide together using a plastic or wooden utensil. Keep stirring until you have a paste.
You’ll likely see a lot of foaming as you stir, which is normal."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,18,Apply the paste to your dark skin patch using the spoon or spatula.,"Scoop out a small amount of paste using your plastic spoon or wooden spatula. Then, slather the paste over your dark skin patches. Apply a thin, even layer of paste over the entire area you want to treat.

For instance, you might apply the paste to your dark knees or dark underarms.
Make sure you don’t get any paste on skin you don’t want to bleach. The paste will lighten any skin that it touches."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,19,Allow the paste to sit for 10 minutes.,"Set a timer for 10 minutes and relax while the paste works. Stay as still as possible so that your skin doesn’t move or crease while the paste is working. This gives the hydrogen peroxide time to work.
Don’t leave the paste on your skin longer than 10 minutes because it might burn your skin."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,20,Rinse off the paste using warm water.,"Splash warm water to the paste to soften it. Then, apply more water to your skin to help wash away the paste. Use your fingers to get all of the paste off.
Try not to scrub your skin, as this can cause irritation. Be as gentle as possible when you're washing off the paste."
https://www.wikihow.com/Bleach-Skin-with-Peroxide,Bleach Skin with Peroxide,partTitle,21,Use the treatment as often as once a week until your skin lightens.,"You might see results after 1 treatment, but you likely won’t see significant results. Repeat the treatment once a week until you’re happy with the look of your skin.

If your skin becomes irritated, stop using the hydrogen peroxide treatments immediately.
You’ll likely see significant results after 1-2 months."
